Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Origin Zone Source,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Destination Zone Source,Day Type,Day Part,Average Daily O-D Traffic (StL Volume),Average Daily Origin Zone Traffic (StL Volume),Average Daily Destination Zone Traffic (StL Volume),Avg Travel Time (sec)
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603002',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),1,63,N/A,4032
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603002',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,90,N/A,2424
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603002',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,4,N/A,2424
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603003',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),0,177,N/A,3105
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603003',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,58,N/A,3105
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603003',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,90,N/A,3105
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603003',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,38,N/A,3105
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603004',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),0,177,N/A,2756
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603004',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,58,N/A,3242
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603004',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,59,N/A,1786
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603004',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),0,227,N/A,2565
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603004',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,67,N/A,2565
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603004',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,90,N/A,1786
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603004',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,24,N/A,1786
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603005',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),1,177,N/A,3240
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603005',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),0,12,N/A,8904
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603005',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,58,N/A,2726
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603005',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,59,N/A,2297
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603005',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),0,45,N/A,3636
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603005',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),1,227,N/A,2334
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603005',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1,67,N/A,2526
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603005',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,80,N/A,2362
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603005',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),0,63,N/A,1826
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603005',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,90,N/A,3862
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603005',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,38,N/A,3725
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603005',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,24,N/A,2232
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603005',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),0,18,N/A,7257
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603006',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),0,177,N/A,2753
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603006',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),0,12,N/A,3729
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603006',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,58,N/A,2358
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603006',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,59,N/A,2960
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603006',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),0,227,N/A,2533
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603006',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,67,N/A,2106
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039603006',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,80,N/A,2960
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604001',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),0,177,N/A,3675
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604001',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,58,N/A,3675
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604001',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,90,N/A,3675
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604001',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,38,N/A,3675
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604002',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),1,177,N/A,1610
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604002',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,58,N/A,1793
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604002',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,59,N/A,981
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604002',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),1,45,N/A,1693
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604002',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),2,227,N/A,1623
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604002',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,67,N/A,1793
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604002',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,80,N/A,981
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604002',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),1,63,N/A,1717
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604002',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,90,N/A,1337
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604002',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),0,18,N/A,1337
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604003',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),4,177,N/A,1666
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604003',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),0,12,N/A,N/A
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604003',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),1,58,N/A,1777
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604003',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),1,59,N/A,1585
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604003',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),2,45,N/A,1679
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604003',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),5,227,N/A,1615
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604003',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1,67,N/A,1719
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604003',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),2,80,N/A,1619
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604003',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),3,63,N/A,1583
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604003',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2,90,N/A,2109
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604003',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,38,N/A,1468
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604003',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,24,N/A,2298
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039604003',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),0,18,N/A,3655
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605001',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),4,177,N/A,1326
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605001',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),1,58,N/A,1402
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605001',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),1,59,N/A,1167
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605001',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),1,45,N/A,1534
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605001',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),3,227,N/A,1482
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605001',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),2,67,N/A,1567
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605001',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1,80,N/A,1215
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605001',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),1,63,N/A,1890
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605001',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2,90,N/A,1188
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605001',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,38,N/A,1101
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605001',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,24,N/A,949
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605001',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),0,18,N/A,2342
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),5,177,N/A,1103
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,0: All Days (M-Su),1: Early AM (12am-6am),0,3,N/A,394
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),0,12,N/A,1069
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),2,58,N/A,1258
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),1,59,N/A,871
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),1,45,N/A,1144
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),6,227,N/A,1155
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,1: Weekday (M-Th),2: Peak AM (6am-10am),0,14,N/A,1069
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),3,67,N/A,1347
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),2,80,N/A,1003
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),1,63,N/A,968
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2,90,N/A,997
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,38,N/A,1044
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,24,N/A,504
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605002',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),1,18,N/A,1318
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605003',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),6,177,N/A,1284
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605003',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),2,12,N/A,1425
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605003',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),2,58,N/A,1281
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605003',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),2,59,N/A,1306
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605003',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),1,45,N/A,1028
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605003',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),9,227,N/A,1282
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605003',no,N/A,no,Census Block Group,1: Weekday (M-Th),2: Peak AM (6am-10am),3,14,N/A,1425
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605003',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),3,67,N/A,1379
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605003',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),2,80,N/A,1199
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605003',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),2,63,N/A,934
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605003',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2,90,N/A,1277
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605003',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,38,N/A,1021
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605003',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,24,N/A,1161
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605003',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),0,18,N/A,2161
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605004',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),6,177,N/A,1145
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605004',no,N/A,no,Census Block Group,0: All Days (M-Su),1: Early AM (12am-6am),0,3,N/A,1051
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605004',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),1,12,N/A,1529
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605004',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),3,58,N/A,1024
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605004',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),2,59,N/A,1156
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605004',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),1,45,N/A,1209
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605004',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),8,227,N/A,1156
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605004',no,N/A,no,Census Block Group,1: Weekday (M-Th),2: Peak AM (6am-10am),1,14,N/A,1562
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605004',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),3,67,N/A,931
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605004',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),2,80,N/A,1217
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605004',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),2,63,N/A,1266
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605004',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),3,90,N/A,1036
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605004',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),0,4,N/A,1051
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039605004',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),2,38,N/A,1128
