Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Origin Zone Source,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Destination Zone Source,Day Type,Day Part,Average Daily O-D Traffic (StL Volume),Average Daily Origin Zone Traffic (StL Volume),Average Daily Destination Zone Traffic (StL Volume),Avg Travel Time (sec)
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'560419753006',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,24,N/A,5000
All Vehicles - StL All Vehicles Volume,"",'160010101001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,15575
All Vehicles - StL All Vehicles Volume,"",'160010101001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,15575
All Vehicles - StL All Vehicles Volume,"",'160010101001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,15575
All Vehicles - StL All Vehicles Volume,"",'160010101001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,15575
All Vehicles - StL All Vehicles Volume,"",'160050019001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,4962
All Vehicles - StL All Vehicles Volume,"",'160050019001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,N/A,70,4962
All Vehicles - StL All Vehicles Volume,"",'160050019001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,4962
All Vehicles - StL All Vehicles Volume,"",'160050019001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,N/A,99,4962
All Vehicles - StL All Vehicles Volume,"",'160050019004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5638
All Vehicles - StL All Vehicles Volume,"",'160050019004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,5638
All Vehicles - StL All Vehicles Volume,"",'160050019004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,5638
All Vehicles - StL All Vehicles Volume,"",'160050019004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,5638
All Vehicles - StL All Vehicles Volume,"",'160119505002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,8209
All Vehicles - StL All Vehicles Volume,"",'160119505002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),5: Late PM (7pm-12am),0,N/A,27,8209
All Vehicles - StL All Vehicles Volume,"",'160119505002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,8209
All Vehicles - StL All Vehicles Volume,"",'160119505002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),5: Late PM (7pm-12am),0,N/A,34,8209
All Vehicles - StL All Vehicles Volume,"",'160399602001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,13704
All Vehicles - StL All Vehicles Volume,"",'160399602001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,13704
All Vehicles - StL All Vehicles Volume,"",'160399602001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,N/A,91,13704
All Vehicles - StL All Vehicles Volume,"",'160399602001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,N/A,36,13704
All Vehicles - StL All Vehicles Volume,"",'160419702001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,4588
All Vehicles - StL All Vehicles Volume,"",'160419702001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,4588
All Vehicles - StL All Vehicles Volume,"",'160539705002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,9288
All Vehicles - StL All Vehicles Volume,"",'160539705002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),5: Late PM (7pm-12am),0,N/A,27,9288
All Vehicles - StL All Vehicles Volume,"",'160539705002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,9288
All Vehicles - StL All Vehicles Volume,"",'160539705002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),5: Late PM (7pm-12am),0,N/A,34,9288
All Vehicles - StL All Vehicles Volume,"",'160679702004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,8738
All Vehicles - StL All Vehicles Volume,"",'160679702004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,8738
All Vehicles - StL All Vehicles Volume,"",'160779601001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,8812
All Vehicles - StL All Vehicles Volume,"",'160779601001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,8371
All Vehicles - StL All Vehicles Volume,"",'160779601001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),5: Late PM (7pm-12am),0,N/A,27,9252
All Vehicles - StL All Vehicles Volume,"",'160779601001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,8371
All Vehicles - StL All Vehicles Volume,"",'160779601001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,8371
All Vehicles - StL All Vehicles Volume,"",'160779601002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,8002
All Vehicles - StL All Vehicles Volume,"",'160779601002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,N/A,70,8002
All Vehicles - StL All Vehicles Volume,"",'320339702002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,15013
All Vehicles - StL All Vehicles Volume,"",'320339702002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,15013
All Vehicles - StL All Vehicles Volume,"",'320339702002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,15013
All Vehicles - StL All Vehicles Volume,"",'320339702002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,15013
All Vehicles - StL All Vehicles Volume,"",'490039601001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),1,N/A,200,2741
All Vehicles - StL All Vehicles Volume,"",'490039601001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),2: Peak AM (6am-10am),0,N/A,26,2950
All Vehicles - StL All Vehicles Volume,"",'490039601001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,2544
All Vehicles - StL All Vehicles Volume,"",'490039601001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,N/A,70,2732
All Vehicles - StL All Vehicles Volume,"",'490039601001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),1,N/A,264,2741
All Vehicles - StL All Vehicles Volume,"",'490039601001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),2: Peak AM (6am-10am),0,N/A,33,2950
All Vehicles - StL All Vehicles Volume,"",'490039601001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,2544
All Vehicles - StL All Vehicles Volume,"",'490039601001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,N/A,99,2732
All Vehicles - StL All Vehicles Volume,"",'490039601003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),1,N/A,200,3561
All Vehicles - StL All Vehicles Volume,"",'490039601003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),2: Peak AM (6am-10am),0,N/A,26,3805
All Vehicles - StL All Vehicles Volume,"",'490039601003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,3269
All Vehicles - StL All Vehicles Volume,"",'490039601003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),1,N/A,264,3632
All Vehicles - StL All Vehicles Volume,"",'490039601003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),2: Peak AM (6am-10am),1,N/A,33,3805
All Vehicles - StL All Vehicles Volume,"",'490039601003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,3287
All Vehicles - StL All Vehicles Volume,"",'490039601003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,3200
All Vehicles - StL All Vehicles Volume,"",'490039601003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,N/A,36,3200
All Vehicles - StL All Vehicles Volume,"",'490039602001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,2854
All Vehicles - StL All Vehicles Volume,"",'490039602001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),2: Peak AM (6am-10am),0,N/A,26,2854
All Vehicles - StL All Vehicles Volume,"",'490039602001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,2471
All Vehicles - StL All Vehicles Volume,"",'490039602001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),2: Peak AM (6am-10am),0,N/A,33,2471
All Vehicles - StL All Vehicles Volume,"",'490039602001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,3238
All Vehicles - StL All Vehicles Volume,"",'490039602001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,N/A,12,3238
All Vehicles - StL All Vehicles Volume,"",'490039602002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,2361
All Vehicles - StL All Vehicles Volume,"",'490039602002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,2361
All Vehicles - StL All Vehicles Volume,"",'490039602002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,2361
All Vehicles - StL All Vehicles Volume,"",'490039602002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,2361
All Vehicles - StL All Vehicles Volume,"",'490039602003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,3714
All Vehicles - StL All Vehicles Volume,"",'490039602003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,2969
All Vehicles - StL All Vehicles Volume,"",'490039602003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,N/A,70,4460
All Vehicles - StL All Vehicles Volume,"",'490039602003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,4460
All Vehicles - StL All Vehicles Volume,"",'490039602003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,N/A,99,4460
All Vehicles - StL All Vehicles Volume,"",'490039602004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,2345
All Vehicles - StL All Vehicles Volume,"",'490039602004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),2: Peak AM (6am-10am),0,N/A,26,3354
All Vehicles - StL All Vehicles Volume,"",'490039602004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,2520
All Vehicles - StL All Vehicles Volume,"",'490039602004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,N/A,70,983
All Vehicles - StL All Vehicles Volume,"",'490039602004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),5: Late PM (7pm-12am),0,N/A,27,811
All Vehicles - StL All Vehicles Volume,"",'490039602004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,2433
All Vehicles - StL All Vehicles Volume,"",'490039602004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,2838
All Vehicles - StL All Vehicles Volume,"",'490039602004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),5: Late PM (7pm-12am),0,N/A,34,811
All Vehicles - StL All Vehicles Volume,"",'490039602004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,1245
All Vehicles - StL All Vehicles Volume,"",'490039602004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,N/A,36,1245
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),4,N/A,200,1827
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),2: Peak AM (6am-10am),1,N/A,26,2143
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),1,N/A,76,1724
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),1,N/A,70,2489
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),5: Late PM (7pm-12am),2,N/A,27,1505
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),5,N/A,264,1833
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),2: Peak AM (6am-10am),1,N/A,33,2424
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,2049
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1,N/A,99,2728
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),5: Late PM (7pm-12am),3,N/A,34,1419
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2,N/A,91,1894
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,N/A,12,1494
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,N/A,36,2567
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,N/A,27,1328
All Vehicles - StL All Vehicles Volume,"",'490039602005',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),0,N/A,17,2322
All Vehicles - StL All Vehicles Volume,"",'490039602006',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,2165
All Vehicles - StL All Vehicles Volume,"",'490039602006',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,2868
All Vehicles - StL All Vehicles Volume,"",'490039602006',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),5: Late PM (7pm-12am),0,N/A,27,1814
All Vehicles - StL All Vehicles Volume,"",'490039602006',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,1814
All Vehicles - StL All Vehicles Volume,"",'490039602006',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),5: Late PM (7pm-12am),0,N/A,34,1814
All Vehicles - StL All Vehicles Volume,"",'490039602006',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,2868
All Vehicles - StL All Vehicles Volume,"",'490039602006',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,N/A,36,2868
All Vehicles - StL All Vehicles Volume,"",'490039603001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),1,N/A,200,2041
All Vehicles - StL All Vehicles Volume,"",'490039603001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),2: Peak AM (6am-10am),0,N/A,26,1402
All Vehicles - StL All Vehicles Volume,"",'490039603001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,2449
All Vehicles - StL All Vehicles Volume,"",'490039603001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),1,N/A,70,1934
All Vehicles - StL All Vehicles Volume,"",'490039603001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),5: Late PM (7pm-12am),0,N/A,27,3275
All Vehicles - StL All Vehicles Volume,"",'490039603001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),2,N/A,264,2058
All Vehicles - StL All Vehicles Volume,"",'490039603001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),2: Peak AM (6am-10am),0,N/A,33,1402
All Vehicles - StL All Vehicles Volume,"",'490039603001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,2785
All Vehicles - StL All Vehicles Volume,"",'490039603001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1,N/A,99,1934
All Vehicles - StL All Vehicles Volume,"",'490039603001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),5: Late PM (7pm-12am),0,N/A,34,3275
All Vehicles - StL All Vehicles Volume,"",'490039603002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),2,N/A,200,2627
All Vehicles - StL All Vehicles Volume,"",'490039603002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),1: Early AM (12am-6am),0,N/A,0,2416
All Vehicles - StL All Vehicles Volume,"",'490039603002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),2: Peak AM (6am-10am),0,N/A,26,2268
All Vehicles - StL All Vehicles Volume,"",'490039603002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,2192
All Vehicles - StL All Vehicles Volume,"",'490039603002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),1,N/A,70,2809
All Vehicles - StL All Vehicles Volume,"",'490039603002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),5: Late PM (7pm-12am),0,N/A,27,2608
All Vehicles - StL All Vehicles Volume,"",'490039603002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),2,N/A,264,2697
All Vehicles - StL All Vehicles Volume,"",'490039603002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),1: Early AM (12am-6am),0,N/A,1,2416
All Vehicles - StL All Vehicles Volume,"",'490039603002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),2: Peak AM (6am-10am),1,N/A,33,2177
All Vehicles - StL All Vehicles Volume,"",'490039603002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,2189
All Vehicles - StL All Vehicles Volume,"",'490039603002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1,N/A,99,2918
All Vehicles - StL All Vehicles Volume,"",'490039603002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),5: Late PM (7pm-12am),0,N/A,34,3070
All Vehicles - StL All Vehicles Volume,"",'490039603002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,N/A,91,3299
All Vehicles - StL All Vehicles Volume,"",'490039603002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,N/A,27,3299
All Vehicles - StL All Vehicles Volume,"",'490039603003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,2094
All Vehicles - StL All Vehicles Volume,"",'490039603003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),2: Peak AM (6am-10am),0,N/A,26,1394
All Vehicles - StL All Vehicles Volume,"",'490039603003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,3209
All Vehicles - StL All Vehicles Volume,"",'490039603003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),5: Late PM (7pm-12am),0,N/A,27,1680
All Vehicles - StL All Vehicles Volume,"",'490039603003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,1680
All Vehicles - StL All Vehicles Volume,"",'490039603003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),5: Late PM (7pm-12am),0,N/A,34,1680
All Vehicles - StL All Vehicles Volume,"",'490039603003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,3209
All Vehicles - StL All Vehicles Volume,"",'490039603003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,N/A,36,3209
All Vehicles - StL All Vehicles Volume,"",'490039603004',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,2785
